编号,头像,生命成长,无用,名字,外号,性别,等级,经验,生命,生命最大值,内伤,中毒,体力,物品修炼点数,武器,防具,动作帧数1,动作帧数2,动作帧数3,动作帧数4,动作帧数5,动作帧数6,动作帧数7,动作帧数8,动作帧数9,动作帧数10,动作帧数11,动作帧数12,动作帧数13,动作帧数14,动作帧数15,内力性质,内力,内力最大值,攻击力,轻功,防御力,医疗,用毒,解毒,抗毒,拳掌,御剑,耍刀,特殊,暗器,武学常识,品德,攻击带毒,左右互搏,声望,资质,修炼物品,修炼点数,所会武功1,所会武功2,所会武功3,所会武功4,所会武功5,所会武功6,所会武功7,所会武功8,所会武功9,所会武功10,武功等级1,武功等级2,武功等级3,武功等级4,武功等级5,武功等级6,武功等级7,武功等级8,武功等级9,武功等级10,携带物品1,携带物品2,携带物品3,携带物品4,携带物品数量1,携带物品数量2,携带物品数量3,携带物品数量4
221,201,0,1,五毒教徒,五毒教徒,0,1,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,500,500,61,55,16,0,46,32,25,10,10,10,10,10,10,50,32,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
222,201,0,1,五毒教徒,五毒教徒,0,1,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,500,500,75,55,40,0,46,32,25,10,10,10,10,10,10,50,32,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
223,201,0,1,五毒教徒,五毒教徒,0,2,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,423,423,61,55,16,0,56,52,45,10,10,10,10,10,10,50,52,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
224,201,0,1,五毒教徒,五毒教徒,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,433,433,60,55,19,0,56,52,45,10,10,10,10,10,10,50,52,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
225,201,0,1,五毒教徒,五毒教徒,0,4,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,437,437,64,55,26,0,56,52,45,10,10,10,10,10,10,50,52,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
226,201,0,1,五毒教徒,五毒教徒,0,4,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,437,437,64,55,26,0,56,52,45,10,10,10,10,10,10,50,52,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
227,201,0,1,五毒教徒,五毒教徒,0,4,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,437,437,64,55,26,0,56,52,45,10,10,10,10,10,10,50,52,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
228,201,0,1,五毒教徒,五毒教徒,0,5,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,447,447,68,65,33,0,56,52,45,10,10,10,10,10,10,50,52,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
229,201,0,1,五毒教徒,五毒教徒,0,5,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,447,447,68,65,33,0,56,52,45,10,10,10,10,10,10,50,52,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
230,201,0,1,五毒教徒,五毒教徒,0,5,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,447,447,70,65,35,0,56,52,45,10,10,10,10,10,10,50,52,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
231,202,0,1,日月教徒,日月教徒,0,4,0,400,400,0,0,90,0,-1,-1,0,0,0,0,10,0,0,0,0,6,0,0,0,0,4,0,430,430,60,60,10,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
232,202,0,1,日月教徒,日月教徒,0,4,0,400,400,0,0,90,0,-1,-1,0,0,0,0,10,0,0,0,0,6,0,0,0,0,4,0,430,430,60,60,10,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
233,202,0,1,日月教徒,日月教徒,0,5,0,400,400,0,0,90,0,-1,-1,0,0,0,0,10,0,0,0,0,6,0,0,0,0,4,0,435,435,63,60,20,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
234,202,0,1,日月教徒,日月教徒,0,5,0,400,400,0,0,90,0,-1,-1,0,0,0,0,10,0,0,0,0,6,0,0,0,0,4,0,435,435,63,60,20,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
235,202,0,1,日月教徒,日月教徒,0,6,0,414,414,0,0,90,0,-1,-1,0,0,0,0,10,0,0,0,0,6,0,0,0,0,4,0,440,440,65,65,30,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
236,202,0,1,日月教徒,日月教徒,0,6,0,414,414,0,0,90,0,-1,-1,0,0,0,0,10,0,0,0,0,6,0,0,0,0,4,0,440,440,70,65,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
237,202,0,1,日月教徒,日月教徒,0,7,0,438,438,0,0,90,0,-1,-1,0,0,0,0,10,0,0,0,0,6,0,0,0,0,4,0,450,450,73,65,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
238,202,0,1,日月教徒,日月教徒,0,8,0,462,462,0,0,90,0,-1,-1,0,0,0,0,10,0,0,0,0,6,0,0,0,0,4,0,450,450,75,65,45,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
239,202,0,1,日月教徒,日月教徒,0,8,0,462,462,0,0,90,0,-1,-1,0,0,0,0,10,0,0,0,0,6,0,0,0,0,4,0,460,460,80,65,40,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
240,202,0,1,日月教徒,日月教徒,0,9,0,486,486,0,0,90,0,-1,-1,0,0,0,0,10,0,0,0,0,6,0,0,0,0,4,0,460,460,83,65,45,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
241,204,0,1,雪山弟子,雪山弟子,0,1,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,420,420,45,45,10,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
242,204,0,1,雪山弟子,雪山弟子,0,2,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,440,440,55,50,15,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
243,204,0,1,雪山弟子,雪山弟子,0,2,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,450,450,55,50,20,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
244,204,0,1,雪山弟子,雪山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,450,450,60,55,20,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
245,204,0,1,雪山弟子,雪山弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,460,460,65,60,30,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
246,204,0,1,雪山弟子,雪山弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,460,460,65,60,40,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
247,204,0,1,雪山弟子,雪山弟子,0,6,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,470,470,70,65,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
248,204,0,1,雪山弟子,雪山弟子,0,6,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,470,470,70,65,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
249,204,0,1,雪山弟子,雪山弟子,0,7,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,470,470,70,65,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
250,204,0,1,雪山弟子,雪山弟子,0,8,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,470,470,75,70,40,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
251,205,0,1,番僧,番僧,0,2,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,440,440,55,55,20,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
252,205,0,1,番僧,番僧,0,2,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,440,440,55,55,20,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
253,205,0,1,番僧,番僧,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,440,440,60,60,25,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
254,205,0,1,番僧,番僧,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,450,450,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
255,205,0,1,番僧,番僧,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,460,460,70,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
256,205,0,1,番僧,番僧,0,6,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,460,460,75,65,40,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
257,205,0,1,番僧,番僧,0,7,0,417,417,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,470,470,75,65,40,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
258,205,0,1,番僧,番僧,0,7,0,417,417,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,470,470,75,65,40,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
259,205,0,1,番僧,番僧,0,8,0,438,438,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,470,470,80,70,45,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
260,205,0,1,番僧,番僧,0,9,0,459,459,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,499,499,83,65,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
261,206,0,1,星宿門人,星宿門人,0,1,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,430,430,55,55,10,0,20,0,0,10,10,10,10,10,10,50,20,0,0,60,-1,0,72,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
262,206,0,1,星宿門人,星宿門人,0,1,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,430,430,55,55,10,0,20,0,0,10,10,10,10,10,10,50,20,0,0,60,-1,0,72,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
263,206,0,1,星宿門人,星宿門人,0,2,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,430,430,60,60,10,0,30,0,0,10,10,10,10,10,10,50,30,0,0,60,-1,0,72,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
264,206,0,1,星宿門人,星宿門人,0,2,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,440,440,60,60,10,0,30,0,0,10,10,10,10,10,10,50,30,0,0,60,-1,0,72,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
265,206,0,1,星宿門人,星宿門人,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,440,440,70,60,15,0,30,0,0,10,10,10,10,10,10,50,30,0,0,60,-1,0,72,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
266,206,0,1,星宿門人,星宿門人,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,450,450,65,55,20,0,40,0,0,10,10,10,10,10,10,50,40,0,0,60,-1,0,72,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
267,206,0,1,星宿門人,星宿門人,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,450,450,65,65,20,0,40,0,0,10,10,10,10,10,10,50,40,0,0,60,-1,0,72,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
268,206,0,1,星宿門人,星宿門人,0,5,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,450,450,70,65,30,0,40,0,0,10,10,10,10,10,10,50,40,0,0,60,-1,0,72,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
269,206,0,1,星宿門人,星宿門人,0,6,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,460,460,70,65,30,0,50,0,0,10,10,10,10,10,10,50,50,0,0,60,-1,0,72,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
270,206,0,1,星宿門人,星宿門人,0,6,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,1,460,460,70,60,30,0,50,0,0,10,10,10,10,10,10,50,50,0,0,60,-1,0,72,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
271,207,0,1,丐幫弟子,丐幫弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,1,440,440,65,65,30,0,20,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
272,207,0,1,丐幫弟子,丐幫弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,1,440,440,65,65,30,0,20,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
273,207,0,1,丐幫弟子,丐幫弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,1,450,450,70,65,40,0,20,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
274,207,0,1,丐幫弟子,丐幫弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,1,450,450,70,65,40,0,20,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
275,207,0,1,丐幫弟子,丐幫弟子,0,5,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,1,1000,1000,95,60,60,0,20,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
276,207,0,1,丐幫弟子,丐幫弟子,0,5,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,1,1000,1000,105,90,70,0,20,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
277,207,0,1,丐幫弟子,丐幫弟子,0,6,0,614,614,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,1,1100,1100,105,90,70,0,20,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,70,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
278,207,0,1,醫丐,丐幫弟子,0,6,0,414,414,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,1,470,470,80,65,45,100,20,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
279,207,0,1,丐幫弟子,丐幫弟子,0,7,0,438,438,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,1,1200,1200,105,60,70,0,20,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
280,207,0,1,丐幫弟子,丐幫弟子,0,8,0,462,462,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,1,1300,1300,95,70,60,0,20,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
281,208,0,1,鐵掌幫眾,鐵掌幫眾,0,2,0,400,400,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,450,450,60,50,25,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
282,208,0,1,鐵掌幫眾,鐵掌幫眾,0,2,0,400,400,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,450,450,60,50,25,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
283,208,0,1,鐵掌幫眾,鐵掌幫眾,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,450,450,65,50,30,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
284,208,0,1,鐵掌幫眾,鐵掌幫眾,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,450,450,65,50,30,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
285,208,0,1,鐵掌幫眾,鐵掌幫眾,0,4,0,400,400,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,460,460,70,55,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
286,208,0,1,鐵掌幫眾,鐵掌幫眾,0,5,0,400,400,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,460,460,75,60,40,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
287,208,0,1,鐵掌幫眾,鐵掌幫眾,0,6,0,400,400,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,460,460,75,60,40,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
288,208,0,1,鐵掌幫眾,鐵掌幫眾,0,7,0,417,417,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,470,470,80,60,45,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
289,208,0,1,鐵掌幫眾,鐵掌幫眾,0,8,0,438,438,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,470,470,80,60,45,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
290,208,0,1,鐵掌幫眾,鐵掌幫眾,0,9,0,459,459,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,1200,1200,85,60,70,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
291,209,0,1,全真教徒,全真教徒,0,3,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,500,500,85,40,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,39,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
292,209,0,1,全真教徒,全真教徒,0,4,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,470,470,70,60,40,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,39,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
293,209,0,1,全真教徒,全真教徒,0,4,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,480,480,75,60,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,39,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
294,209,0,1,全真教徒,全真教徒,0,4,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,480,480,80,65,55,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,39,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
