编号,物品名,物品名无用1,物品名无用2,物品名无用3,物品名无用4,物品名无用5,物品名无用6,物品名无用7,物品名无用8,物品名无用9,物品名无用10,物品说明,练出武功,暗器动画编号,使用人,装备类型,显示物品说明,物品类型,未知5,未知6,未知7,加生命,加生命最大值,加中毒解毒,加体力,改变内力性质,加内力,加内力最大值,加攻击力,加轻功,加防御力,加医疗,加使毒,加解毒,加抗毒,加拳掌,加御剑,加耍刀,加特殊兵器,加暗器技巧,加武学常识,加品德,加左右互搏,加攻击带毒,仅修炼人物,需内力性质,需内力,需攻击力,需轻功,需用毒,需医疗,需解毒,需拳掌,需御剑,需耍刀,需特殊兵器,需暗器,需资质,需经验,练出物品需经验,需材料,练出物品1,练出物品2,练出物品3,练出物品4,练出物品5,练出物品数量1,练出物品数量2,练出物品数量3,练出物品数量4,练出物品数量5
226,闖王藏寶圖,-2878,-604,-15422,24516,-12359,0,0,0,0,0,（24，16）,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
227,闖王藏寶圖,-2878,-604,-15422,24516,-12359,0,0,0,0,0,（45，34）,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
228,半部四十二章經,25253,-24141,31909,20900,18340,-17997,26552,0,0,0,還需要另外半部,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
229,四十二章經,31909,20900,18340,-17997,26552,0,0,0,0,0,藏有滿清龍脈的秘密,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
230,白馬,-10843,-22352,0,0,0,0,0,0,0,0,騎上馬，跑的快,-1,-1,-1,1,1,1,1,-1,-1,0,0,0,0,-1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
231,火蟾,-2652,-13629,0,0,0,0,0,0,0,0,具有抵抗寒毒的功效,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,-1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
232,太白三英的書信,-11356,-10843,21668,24237,-17750,-11858,18603,0,0,0,太白三英通敵賣國的證據,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
233,金娃娃,-2134,-16981,-16981,0,0,0,0,0,0,0,金色的娃娃魚,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,-1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
234,介紹信,-18780,-12110,18603,0,0,0,0,0,0,0,南賢給的介紹信,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,-1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
235,左右互搏之術,-21851,27557,-21340,27063,-22620,20147,0,0,0,0,你是傻子嗎？那就練吧！,-1,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-45,500,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
236,真武劍,30127,23210,17340,0,0,0,0,0,0,0,張三豐年輕時使用的寶劍,-1,-1,-1,0,1,1,1,-1,-1,0,0,0,0,-1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,500,0,0,0,0,0,0,80,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
